항목명1,일본엔/달러,달러/유로,달러/영국파운드,달러/엔
2010-01-01,,,,
2010-01-02,,,,
2010-01-03,,,,
2010-01-04,92.925,1.4332,1.6131,0.010761367
2010-01-05,92.425,1.4409,1.6091,0.010819583
2010-01-06,91.665,1.4366,1.5987,0.010909289
2010-01-07,92.36,1.4404,1.6012,0.010827198
2010-01-08,93.505,1.4308,1.5926,0.010694615
2010-01-09,,,,
2010-01-10,,,,
2010-01-11,92.56,1.4418,1.6067,0.010803803
2010-01-12,92.045,1.4516,1.6115,0.010864251
2010-01-13,91.085,1.4489,1.6163,0.010978756
2010-01-14,91.425,1.451,1.628,0.010937927
2010-01-15,91.21,1.4501,1.6343,0.01096371
2010-01-16,,,,
2010-01-17,,,,
2010-01-18,90.815,1.4357,1.6272,0.011011397
2010-01-19,90.65,1.4409,1.6356,0.01103144
2010-01-20,91.095,1.4279,1.6362,0.010977551
2010-01-21,91.25,1.4107,1.6294,0.010958904
2010-01-22,90.23,1.4073,1.618,0.011082788
2010-01-23,,,,
2010-01-24,,,,
2010-01-25,90.02,1.4156,1.6115,0.011108643
2010-01-26,90.285,1.4148,1.6246,0.011076037
2010-01-27,89.605,1.4071,1.6136,0.011160092
2010-01-28,89.94,1.4031,1.6173,0.011118523
2010-01-29,89.86,1.3961,1.6125,0.011128422
2010-01-30,,,,
2010-01-31,,,,
2010-02-01,90.17,1.3865,1.5938,0.011090163
2010-02-02,90.72,1.3932,1.5963,0.011022928
2010-02-03,90.4,1.3966,1.5976,0.011061947
2010-02-04,90.925,1.3891,1.5915,0.010998075
2010-02-05,89.275,1.373,1.5765,0.011201344
2010-02-06,,,,
2010-02-07,,,,
2010-02-08,89.22,1.3663,1.5603,0.011208249
2010-02-09,89.245,1.3655,1.5593,0.01120511
2010-02-10,89.78,1.3793,1.5706,0.011138338
2010-02-11,89.96,1.3742,1.5598,0.011116052
2010-02-12,89.735,1.3689,1.5693,0.011143924
2010-02-13,,,,
2010-02-14,,,,
2010-02-15,,,,
2010-02-16,90.035,1.3597,1.5661,0.011106792
2010-02-17,90.255,1.3763,1.5784,0.011079719
2010-02-18,91.2,1.3603,1.5684,0.010964912
2010-02-19,92.06,1.3478,1.5468,0.010862481
2010-02-20,,,,
2010-02-21,,,,
2010-02-22,91.675,1.3604,1.5434,0.010908099
2010-02-23,91.225,1.3601,1.5482,0.010961907
2010-02-24,90.225,1.3516,1.5439,0.011083403
2010-02-25,90.175,1.3543,1.5411,0.011089548
2010-02-26,89.155,1.3546,1.5265,0.011216421
2010-02-27,,,,
2010-02-28,,,,
2010-03-01,,,,
2010-03-02,89.165,1.3567,1.4994,0.011215163
2010-03-03,88.78,1.3612,1.4966,0.011263798
2010-03-04,88.495,1.3706,1.5106,0.011300073
2010-03-05,89.145,1.3575,1.503,0.011217679
2010-03-06,,,,
2010-03-07,,,,
2010-03-08,90.48,1.3645,1.5167,0.011052166
2010-03-09,90.265,1.3622,1.5044,0.011078491
2010-03-10,89.93,1.3605,1.5007,0.01111976
2010-03-11,90.56,1.3652,1.4977,0.011042403
2010-03-12,90.665,1.3686,1.5086,0.011029615
2010-03-13,,,,
2010-03-14,,,,
2010-03-15,90.625,1.3763,1.518,0.011034483
2010-03-16,90.46,1.3677,1.505,0.01105461
2010-03-17,90.355,1.3765,1.5237,0.011067456
2010-03-18,90.38,1.3734,1.532,0.011064395
2010-03-19,90.42,1.3612,1.5248,0.0110595
2010-03-20,,,,
2010-03-21,,,,
2010-03-22,90.485,1.352,1.4994,0.011051556
2010-03-23,90.225,1.3561,1.5107,0.011083403
2010-03-24,90.42,1.3483,1.5025,0.0110595
2010-03-25,92.085,1.3336,1.4893,0.010859532
2010-03-26,92.655,1.3279,1.4809,0.010792726
2010-03-27,,,,
2010-03-28,,,,
2010-03-29,92.395,1.3441,1.4916,0.010823096
2010-03-30,92.5,1.3485,1.4984,0.010810811
2010-03-31,92.865,1.3426,1.5078,0.01076832
2010-04-01,93.605,1.3516,1.5203,0.01068319
2010-04-02,93.865,1.3583,1.5289,0.010653598
2010-04-03,,,,
2010-04-04,,,,
2010-04-05,94.57,1.3497,1.5268,0.010574178
2010-04-06,94.365,1.3492,1.53,0.010597149
2010-04-07,93.725,1.3403,1.527,0.010669512
2010-04-08,93.32,1.3334,1.5231,0.010715817
2010-04-09,93.44,1.3359,1.5278,0.010702055
2010-04-10,,,,
2010-04-11,,,,
2010-04-12,93.13,1.3659,1.5442,0.010737679
2010-04-13,93.165,1.3591,1.5364,0.010733645
2010-04-14,93.19,1.3615,1.5388,0.010730765
2010-04-15,93.32,1.3655,1.5469,0.010715817
2010-04-16,93.045,1.3573,1.5465,0.010747488
2010-04-17,,,,
2010-04-18,,,,
2010-04-19,92.04,1.3492,1.5306,0.010864841
2010-04-20,92.465,1.3492,1.5341,0.010814903
2010-04-21,93.14,1.3424,1.5356,0.010736526
2010-04-22,93.035,1.3387,1.5409,0.010748643
2010-04-23,93.615,1.3219,1.5335,0.010682049
2010-04-24,,,,
2010-04-25,,,,
2010-04-26,94.01,1.3367,1.5383,0.010637166
2010-04-27,93.91,1.3413,1.5482,0.010648493
2010-04-28,93.205,1.3176,1.5249,0.010729038
2010-04-29,93.965,1.3215,1.5205,0.01064226
2010-04-30,93.995,1.3261,1.5352,0.010638864
2010-05-01,,,,
2010-05-02,,,,
2010-05-03,94.065,1.332,1.531,0.010630947
2010-05-04,94.64,1.3196,1.5246,0.010566357
2010-05-05,,,,
2010-05-06,93.81,1.2819,1.5099,0.010659844
2010-05-07,90.76,1.2627,1.485,0.01101807
2010-05-08,,,,
2010-05-09,,,,
2010-05-10,92.035,1.288,1.4789,0.010865432
2010-05-11,93.08,1.2764,1.4843,0.010743446
2010-05-12,92.57,1.2636,1.4931,0.010802636
2010-05-13,93.15,1.263,1.4836,0.010735373
2010-05-14,92.78,1.2535,1.4609,0.010778185
2010-05-15,,,,
2010-05-16,,,,
2010-05-17,92.325,1.2366,1.4526,0.010831302
2010-05-18,92.45,1.2382,1.4468,0.010816658
2010-05-19,91.945,1.2172,1.4286,0.010876067
2010-05-20,91.625,1.2392,1.4419,0.010914052
2010-05-21,,,,
2010-05-22,,,,
2010-05-23,,,,
2010-05-24,90.205,1.254,1.4471,0.01108586
2010-05-25,90.13,1.2344,1.4405,0.011095085
2010-05-26,90.35,1.2344,1.4402,0.011068069
2010-05-27,89.98,1.2171,1.4383,0.011113581
2010-05-28,90.945,1.2354,1.4561,0.010995657
2010-05-29,,,,
2010-05-30,,,,
2010-05-31,91.025,1.2283,1.4455,0.010985993
2010-06-01,91.205,1.2284,1.4524,0.010964311
2010-06-02,,,,
2010-06-03,92.18,1.2231,1.4636,0.01084834
2010-06-04,92.61,1.2168,1.4634,0.01079797
2010-06-05,,,,
2010-06-06,,,,
2010-06-07,91.645,1.1955,1.4442,0.01091167
2010-06-08,91.47,1.1921,1.4469,0.010932546
2010-06-09,91.42,1.1969,1.4447,0.010938525
2010-06-10,91.3,1.199,1.4536,0.010952903
2010-06-11,91.36,1.2107,1.4708,0.010945709
2010-06-12,,,,
2010-06-13,,,,
2010-06-14,91.665,1.2191,1.4597,0.010909289
2010-06-15,91.61,1.2214,1.4734,0.010915839
2010-06-16,91.445,1.2316,1.4789,0.010935535
2010-06-17,91.43,1.2313,1.4736,0.010937329
2010-06-18,90.855,1.2384,1.4818,0.011006549
2010-06-19,,,,
2010-06-20,,,,
2010-06-21,90.43,1.2407,1.4833,0.011058277
2010-06-22,91.05,1.232,1.4761,0.010982976
2010-06-23,90.555,1.2275,1.4818,0.011043013
2010-06-24,89.925,1.2316,1.4964,0.011120378
2010-06-25,89.62,1.2335,1.4931,0.011158224
2010-06-26,,,,
2010-06-27,,,,
2010-06-28,89.33,1.2378,1.5036,0.011194448
2010-06-29,89.345,1.2273,1.5096,0.011192568
2010-06-30,88.695,1.219,1.5062,0.011274593
2010-07-01,88.43,1.2225,1.4945,0.01130838
2010-07-02,87.69,1.2508,1.5162,0.011403809
2010-07-03,,,,
2010-07-04,,,,
2010-07-05,87.715,1.2553,1.519,0.011400559
2010-07-06,87.615,1.2531,1.513,0.011413571
2010-07-07,87.51,1.2615,1.5139,0.011427265
2010-07-08,87.74,1.263,1.5178,0.01139731
2010-07-09,88.43,1.269,1.5152,0.01130838
2010-07-10,,,,
2010-07-11,,,,
2010-07-12,88.63,1.2643,1.5064,0.011282861
2010-07-13,88.65,1.2588,1.5017,0.011280316
2010-07-14,88.835,1.2711,1.5184,0.011256824
2010-07-15,88.31,1.2739,1.5262,0.011323746
2010-07-16,87.425,1.2922,1.5442,0.011438376
2010-07-17,,,,
2010-07-18,,,,
2010-07-19,86.565,1.291,1.531,0.011552013
2010-07-20,86.705,1.2939,1.5224,0.01153336
2010-07-21,87.29,1.2892,1.5284,0.011456066
2010-07-22,86.93,1.2769,1.5187,0.011503509
2010-07-23,87.145,1.2899,1.5268,0.011475128
2010-07-24,,,,
2010-07-25,,,,
2010-07-26,87.535,1.2889,1.5422,0.011424002
2010-07-27,87.005,1.2996,1.5492,0.011493592
2010-07-28,87.775,1.2993,1.5588,0.011392766
2010-07-29,87.445,1.2996,1.5599,0.01143576
2010-07-30,86.66,1.3076,1.5607,0.011539349
2010-07-31,,,,
2010-08-01,,,,
2010-08-02,86.44,1.3058,1.5706,0.011568718
2010-08-03,86.6,1.3177,1.5895,0.011547344
2010-08-04,85.745,1.3222,1.5943,0.011662488
2010-08-05,86.305,1.3157,1.5886,0.011586814
2010-08-06,85.84,1.3184,1.5894,0.011649581
2010-08-07,,,,
2010-08-08,,,,
2010-08-09,85.425,1.3277,1.597,0.011706175
2010-08-10,85.905,1.3225,1.5894,0.011640766
2010-08-11,85.38,1.3181,1.5847,0.011712345
2010-08-12,85.225,1.2848,1.564,0.011733646
2010-08-13,86.1,1.2835,1.5584,0.011614402
2010-08-14,,,,
2010-08-15,,,,
2010-08-16,86.16,1.2777,1.5595,0.011606314
2010-08-17,85.31,1.2819,1.5642,0.011721955
2010-08-18,85.625,1.2877,1.5575,0.011678832
2010-08-19,85.485,1.2854,1.5597,0.011697959
2010-08-20,85.32,1.2805,1.5576,0.011720581
2010-08-21,,,,
2010-08-22,,,,
2010-08-23,85.54,1.2704,1.554,0.011690437
2010-08-24,85.185,1.264,1.5503,0.011739156
2010-08-25,84.225,1.2633,1.541,0.011872959
2010-08-26,84.72,1.2667,1.5474,0.011803588
2010-08-27,84.37,1.2703,1.5518,0.011852554
2010-08-28,,,,
2010-08-29,,,,
2010-08-30,85.45,1.2752,1.5536,0.01170275
2010-08-31,84.575,1.2664,1.5471,0.011823825
2010-09-01,84.095,1.2681,1.5348,0.011891313
2010-09-02,84.43,1.2805,1.545,0.011844131
2010-09-03,84.245,1.2826,1.5402,0.011870141
2010-09-04,,,,
2010-09-05,,,,
2010-09-06,84.375,1.289,1.5452,0.011851852
2010-09-07,84.095,1.2861,1.539,0.011891313
2010-09-08,83.75,1.2681,1.5347,0.011940299
2010-09-09,83.97,1.2732,1.5475,0.011909015
2010-09-10,84,1.2691,1.5426,0.011904762
2010-09-11,,,,
2010-09-12,,,,
2010-09-13,84.265,1.2718,1.5374,0.011867323
2010-09-14,83.65,1.2873,1.5404,0.011954573
2010-09-15,83.075,1.299,1.5532,0.012037316
2010-09-16,85.67,1.3006,1.5629,0.011672698
2010-09-17,85.86,1.3075,1.5624,0.011646867
2010-09-18,,,,
2010-09-19,,,,
2010-09-20,85.72,1.3046,1.5645,0.011665889
2010-09-21,,,,
2010-09-22,,,,
2010-09-23,,,,
2010-09-24,84.515,1.3317,1.5676,0.011832219
2010-09-25,,,,
2010-09-26,,,,
2010-09-27,84.345,1.3485,1.583,0.011856067
2010-09-28,84.29,1.3431,1.5805,0.011863804
2010-09-29,83.91,1.3575,1.5805,0.011917531
2010-09-30,83.765,1.3625,1.5796,0.01193816
2010-10-01,83.535,1.362,1.5714,0.01197103
2010-10-02,,,,
2010-10-03,,,,
2010-10-04,83.325,1.3778,1.5815,0.0120012
2010-10-05,83.565,1.3679,1.5821,0.011966732
2010-10-06,83.215,1.3839,1.5892,0.012017064
2010-10-07,82.985,1.3922,1.5862,0.012050371
2010-10-08,82.38,1.3918,1.5876,0.012138869
2010-10-09,,,,
2010-10-10,,,,
2010-10-11,81.815,1.4003,1.5956,0.012222698
2010-10-12,82.125,1.3869,1.5878,0.01217656
2010-10-13,81.815,1.3914,1.5806,0.012222698
2010-10-14,81.8,1.3968,1.5907,0.012224939
2010-10-15,81.555,1.4057,1.5994,0.012261664
2010-10-16,,,,
2010-10-17,,,,
2010-10-18,81.315,1.3973,1.5994,0.012297854
2010-10-19,81.15,1.395,1.5901,0.012322859
2010-10-20,81.585,1.3727,1.5694,0.012257155
2010-10-21,81.07,1.3964,1.5844,0.012335019
2010-10-22,81.325,1.3918,1.5721,0.012296342
2010-10-23,,,,
2010-10-24,,,,
2010-10-25,81.325,1.3937,1.568,0.012296342
2010-10-26,80.86,1.3928,1.5702,0.012367054
2010-10-27,81.38,1.3855,1.5846,0.012288031
2010-10-28,81.705,1.3776,1.5777,0.012239153
2010-10-29,81.01,1.3929,1.595,0.012344155
2010-10-30,,,,
2010-10-31,,,,
2010-11-01,80.355,1.3975,1.6047,0.012444776
2010-11-02,80.515,1.3904,1.6054,0.012420046
2010-11-03,80.67,1.4032,1.6036,0.012396182
2010-11-04,81.04,1.4125,1.6106,0.012339585
2010-11-05,80.76,1.4214,1.6271,0.012382368
2010-11-06,,,,
2010-11-07,,,,
2010-11-08,81.285,1.4053,1.6183,0.012302393
2010-11-09,81.145,1.392,1.6142,0.012323618
2010-11-10,81.69,1.3759,1.598,0.0122414
2010-11-11,82.205,1.3765,1.611,0.01216471
2010-11-12,82.49,1.3661,1.6122,0.012122682
2010-11-13,,,,
2010-11-14,,,,
2010-11-15,82.48,1.3694,1.6136,0.012124151
2010-11-16,83.11,1.3576,1.6048,0.012032246
2010-11-17,83.385,1.3479,1.5877,0.011992565
2010-11-18,83.15,1.3535,1.5914,0.012026458
2010-11-19,83.48,1.3645,1.6047,0.011978917
2010-11-20,,,,
2010-11-21,,,,
2010-11-22,83.465,1.3735,1.5994,0.01198107
2010-11-23,83.27,1.3625,1.596,0.012009127
2010-11-24,83.145,1.338,1.5788,0.012027181
2010-11-25,83.53,1.3343,1.5784,0.011971747
2010-11-26,83.655,1.3348,1.5766,0.011953858
2010-11-27,,,,
2010-11-28,,,,
2010-11-29,84.06,1.3277,1.5602,0.011896265
2010-11-30,84.265,1.3119,1.5561,0.011867323
2010-12-01,83.67,1.2985,1.5562,0.011951715
2010-12-02,84.155,1.3125,1.5611,0.011882835
2010-12-03,83.845,1.3208,1.559,0.01192677
2010-12-04,,,,
2010-12-05,,,,
2010-12-06,82.69,1.3413,1.5774,0.012093361
2010-12-07,82.65,1.3303,1.5715,0.012099214
2010-12-08,83.48,1.3267,1.5761,0.011978917
2010-12-09,84.055,1.3261,1.5806,0.011896972
2010-12-10,83.77,1.3241,1.5775,0.011937448
2010-12-11,,,,
2010-12-12,,,,
2010-12-13,84,1.3199,1.5798,0.011904762
2010-12-14,83.465,1.3387,1.5855,0.01198107
2010-12-15,83.69,1.3372,1.5768,0.011948859
2010-12-16,84.31,1.322,1.5549,0.011860989
2010-12-17,84.025,1.3243,1.5635,0.01190122
2010-12-18,,,,
2010-12-19,,,,
2010-12-20,84.025,1.3166,1.5517,0.01190122
2010-12-21,83.785,1.3124,1.5508,0.011935311
2010-12-22,83.76,1.3093,1.5463,0.011938873
2010-12-23,83.56,1.3108,1.5395,0.011967449
2010-12-24,83.03,1.3116,1.5428,0.01204384
2010-12-25,,,,
2010-12-26,,,,
2010-12-27,82.92,1.311,1.5438,0.012059817
2010-12-28,82.795,1.3164,1.5418,0.012078024
2010-12-29,82.405,1.3106,1.5365,0.012135186
2010-12-30,81.665,1.3222,1.5498,0.012245148
2010-12-31,81.52,1.329,1.5433,0.012266928
2011-01-01,,,,
2011-01-02,,,,
2011-01-03,81.17,1.3339,1.5559,0.012319823
2011-01-04,81.74,1.3347,1.5475,0.012233912
2011-01-05,82.085,1.3312,1.5596,0.012182494
2011-01-06,83.245,1.3144,1.5498,0.012012733
2011-01-07,83.255,1.3005,1.5464,0.012011291
2011-01-08,,,,
2011-01-09,,,,
2011-01-10,83.095,1.2897,1.554,0.012034418
2011-01-11,82.685,1.295,1.5576,0.012094092
2011-01-12,83.395,1.2974,1.5608,0.011991127
2011-01-13,83.04,1.3127,1.5757,0.012042389
2011-01-14,82.75,1.3356,1.5837,0.012084592
2011-01-15,,,,
2011-01-16,,,,
2011-01-17,82.885,1.3373,1.5879,0.012064909
2011-01-18,82.745,1.3284,1.5888,0.012085322
2011-01-19,82.615,1.3383,1.5958,0.012104339
2011-01-20,82.09,1.3459,1.5986,0.012181752
2011-01-21,82.965,1.347,1.5902,0.012053275
2011-01-22,,,,
2011-01-23,,,,
2011-01-24,82.635,1.3605,1.5995,0.01210141
2011-01-25,82.52,1.3649,1.5991,0.012118274
2011-01-26,82.215,1.3682,1.5818,0.012163231
2011-01-27,82.245,1.3702,1.5912,0.012158794
2011-01-28,82.86,1.3725,1.5929,0.012068549
2011-01-29,,,,
2011-01-30,,,,
2011-01-31,82.14,1.3587,1.5839,0.012174336
2011-02-01,82.06,1.3694,1.6014,0.012186205
2011-02-02,,,,
2011-02-03,,,,
2011-02-04,,,,
2011-02-05,,,,
2011-02-06,,,,
2011-02-07,82.25,1.3574,1.6096,0.012158055
2011-02-08,82.335,1.3581,1.6115,0.012145503
2011-02-09,82.285,1.3626,1.6072,0.012152883
2011-02-10,82.37,1.3725,1.6096,0.012140342
2011-02-11,83.335,1.3593,1.6088,0.01199976
2011-02-12,,,,
2011-02-13,,,,
2011-02-14,83.48,1.3518,1.6002,0.011978917
2011-02-15,83.31,1.3487,1.6034,0.012003361
2011-02-16,83.715,1.3491,1.6132,0.011945291
2011-02-17,83.63,1.3567,1.6091,0.011957432
2011-02-18,83.305,1.3607,1.6174,0.012004081
2011-02-19,,,,
2011-02-20,,,,
2011-02-21,83.095,1.3696,1.6251,0.012034418
2011-02-22,83.135,1.3678,1.6226,0.012028628
2011-02-23,82.765,1.3664,1.6152,0.012082402
2011-02-24,82.43,1.3749,1.6215,0.012131506
2011-02-25,81.93,1.381,1.6138,0.012205541
2011-02-26,,,,
2011-02-27,,,,
2011-02-28,81.675,1.3737,1.6084,0.012243649
2011-03-01,,,,
2011-03-02,81.925,1.3781,1.6272,0.012206286
2011-03-03,81.815,1.3867,1.6328,0.012222698
2011-03-04,82.395,1.3958,1.6273,0.012136659
2011-03-05,,,,
2011-03-06,,,,
2011-03-07,82.27,1.3993,1.6278,0.012155099
2011-03-08,82.31,1.3964,1.6199,0.012149192
2011-03-09,82.72,1.3908,1.6165,0.012088975
2011-03-10,82.75,1.3905,1.6202,0.012084592
2011-03-11,82.915,1.3798,1.6062,0.012060544
2011-03-12,,,,
2011-03-13,,,,
2011-03-14,81.465,1.394,1.6077,0.01227521
2011-03-15,81.75,1.3994,1.618,0.012232416
2011-03-16,80.845,1.3983,1.6074,0.012369349
2011-03-17,78.675,1.3922,1.6018,0.012710518
2011-03-18,79.175,1.4014,1.6125,0.012630249
2011-03-19,,,,
2011-03-20,,,,
2011-03-21,80.82,1.4176,1.6223,0.012373175
2011-03-22,81.26,1.4218,1.631,0.012306178
2011-03-23,81.02,1.4184,1.6368,0.012342631
2011-03-24,80.91,1.4101,1.6246,0.012359412
2011-03-25,81.025,1.4179,1.6123,0.01234187
2011-03-26,,,,
2011-03-27,,,,
2011-03-28,81.47,1.4023,1.6007,0.012274457
2011-03-29,81.735,1.4078,1.5987,0.012234661
2011-03-30,82.415,1.4119,1.6012,0.012133714
2011-03-31,83.13,1.4121,1.607,0.012029352
2011-04-01,83.365,1.4163,1.6036,0.011995442
2011-04-02,,,,
2011-04-03,,,,
2011-04-04,84.22,1.4225,1.6119,0.011873664
2011-04-05,84.12,1.4228,1.6133,0.011887779
2011-04-06,85.115,1.4222,1.6303,0.01174881
2011-04-07,85.355,1.4331,1.6323,0.011715775
2011-04-08,85,1.43,1.6318,0.011764706
2011-04-09,,,,
2011-04-10,,,,
2011-04-11,85.055,1.4461,1.637,0.011757098
2011-04-12,84.555,1.4431,1.6342,0.011826622
2011-04-13,83.56,1.4472,1.6255,0.011967449
2011-04-14,83.785,1.4445,1.6271,0.011935311
2011-04-15,83.63,1.4486,1.6353,0.011957432
2011-04-16,,,,
2011-04-17,,,,
2011-04-18,83.22,1.4418,1.6318,0.012016342
2011-04-19,82.395,1.4233,1.6266,0.012136659
2011-04-20,82.655,1.4336,1.6327,0.012098482
2011-04-21,82.48,1.4508,1.639,0.012124151
2011-04-22,81.9,1.4552,1.6516,0.012210012
2011-04-23,,,,
2011-04-24,,,,
2011-04-25,82,1.4559,1.6519,0.012195122
2011-04-26,81.73,1.4579,1.6509,0.012235409
2011-04-27,81.495,1.4682,1.6506,0.012270691
2011-04-28,82.255,1.4779,1.6628,0.012157316
2011-04-29,81.62,1.4839,1.6644,0.012251899
2011-04-30,,,,
2011-05-01,,,,
2011-05-02,81.3,1.4782,1.6679,0.012300123
2011-05-03,81.22,1.4823,1.6654,0.012312238
2011-05-04,81.025,1.4825,1.6484,0.01234187
2011-05-05,,,,
2011-05-06,80.35,1.4544,1.6384,0.012445551
2011-05-07,,,,
2011-05-08,,,,
2011-05-09,80.7,1.4362,1.6356,0.012391574
2011-05-10,,,,
2011-05-11,81.005,1.4415,1.6372,0.012344917
2011-05-12,81,1.4211,1.6367,0.012345679
2011-05-13,81.035,1.4242,1.6284,0.012340347
2011-05-14,,,,
2011-05-15,,,,
2011-05-16,80.86,1.4078,1.6176,0.012367054
2011-05-17,80.82,1.4156,1.6208,0.012373175
2011-05-18,81.545,1.4269,1.6251,0.012263168
2011-05-19,81.695,1.4257,1.6161,0.012240651
2011-05-20,81.715,1.4322,1.6232,0.012237655
2011-05-21,,,,
2011-05-22,,,,
2011-05-23,81.7,1.4123,1.622,0.012239902
2011-05-24,81.93,1.4027,1.6093,0.012205541
2011-05-25,82.09,1.4097,1.6181,0.012181752
2011-05-26,81.965,1.4084,1.6282,0.012200329
2011-05-27,81.285,1.4131,1.6381,0.012302393
2011-05-28,,,,
2011-05-29,,,,
2011-05-30,80.845,1.4283,1.6493,0.012369349
2011-05-31,80.91,1.4341,1.6495,0.012359412
2011-06-01,81.45,1.4423,1.6462,0.012277471
2011-06-02,80.955,1.4342,1.6335,0.012352542
2011-06-03,81.005,1.4483,1.6365,0.012344917
2011-06-04,,,,
2011-06-05,,,,
2011-06-06,,,,
2011-06-07,80.145,1.4579,1.6351,0.012477385
2011-06-08,80.17,1.4686,1.6439,0.012473494
2011-06-09,79.935,1.4592,1.64,0.012510165
2011-06-10,80.315,1.4513,1.6365,0.012450974
2011-06-11,,,,
2011-06-12,,,,
2011-06-13,80.345,1.4336,1.6225,0.012446325
2011-06-14,80.18,1.4411,1.6367,0.012471938
2011-06-15,80.54,1.4444,1.6383,0.012416191
2011-06-16,80.86,1.4181,1.6193,0.012367054
2011-06-17,80.6,1.4199,1.6162,0.012406948
2011-06-18,,,,
2011-06-19,,,,
2011-06-20,80.12,1.4291,1.6177,0.012481278
2011-06-21,80.255,1.4326,1.6208,0.012460283
2011-06-22,80.25,1.4365,1.6214,0.012461059
2011-06-23,80.38,1.4322,1.606,0.012440906
2011-06-24,80.44,1.4273,1.6025,0.012431626
2011-06-25,,,,
2011-06-26,,,,
2011-06-27,80.445,1.4168,1.5959,0.012430853
2011-06-28,80.83,1.4313,1.5991,0.012371644
2011-06-29,81.09,1.4356,1.5987,0.012331977
2011-06-30,80.715,1.4474,1.6072,0.012389271
2011-07-01,80.68,1.4487,1.6038,0.012394646
2011-07-02,,,,
2011-07-03,,,,
2011-07-04,80.85,1.4547,1.6066,0.012368584
2011-07-05,80.76,1.4547,1.6082,0.012382368
2011-07-06,81.06,1.443,1.6067,0.012336541
2011-07-07,80.955,1.4331,1.6011,0.012352542
2011-07-08,81.245,1.4361,1.5977,0.01230845
2011-07-09,,,,
2011-07-10,,,,
2011-07-11,80.645,1.4207,1.6028,0.012400025
2011-07-12,80.33,1.4035,1.5901,0.012448649
2011-07-13,79.395,1.3968,1.5917,0.012595252
2011-07-14,78.965,1.4224,1.6165,0.012663838
2011-07-15,79.14,1.4163,1.6154,0.012635835
2011-07-16,,,,
2011-07-17,,,,
2011-07-18,79.08,1.4124,1.6115,0.012645422
2011-07-19,79.055,1.4123,1.6067,0.012649421
2011-07-20,79.16,1.4164,1.6128,0.012632643
2011-07-21,78.84,1.4267,1.6161,0.012683917
2011-07-22,78.48,1.441,1.6321,0.0127421
2011-07-23,,,,
2011-07-24,,,,
2011-07-25,78.36,1.4387,1.6312,0.012761613
2011-07-26,78.275,1.4373,1.628,0.012775471
2011-07-27,77.92,1.4504,1.6423,0.012833676
2011-07-28,77.945,1.4373,1.6326,0.012829559
2011-07-29,77.785,1.4325,1.6362,0.012855949
2011-07-30,,,,
2011-07-31,,,,
2011-08-01,77.265,1.4373,1.6423,0.012942471
2011-08-02,77.42,1.4259,1.6301,0.012916559
2011-08-03,77.325,1.4172,1.6276,0.012932428
2011-08-04,77.125,1.4354,1.6433,0.012965964
2011-08-05,79.325,1.4065,1.623,0.012606366
2011-08-06,,,,
2011-08-07,,,,
2011-08-08,78.275,1.4325,1.6426,0.012775471
2011-08-09,77.57,1.418,1.6332,0.012891582
2011-08-10,77.045,1.4369,1.6304,0.012979428
2011-08-11,76.71,1.4139,1.6123,0.01303611
2011-08-12,76.845,1.4225,1.6225,0.013013208
2011-08-13,,,,
2011-08-14,,,,
2011-08-15,,,,
2011-08-16,76.86,1.4439,1.6382,0.013010669
2011-08-17,76.8,1.4393,1.6446,0.013020833
2011-08-18,76.54,1.4434,1.6542,0.013065064
2011-08-19,76.66,1.4312,1.6498,0.013044613
2011-08-20,,,,
2011-08-21,,,,
2011-08-22,76.835,1.4373,1.6476,0.013014902
2011-08-23,76.86,1.436,1.6464,0.013010669
2011-08-24,76.75,1.4431,1.6494,0.013029316
2011-08-25,76.99,1.441,1.637,0.0129887
2011-08-26,77.44,1.4372,1.6284,0.012913223
2011-08-27,,,,
2011-08-28,,,,
2011-08-29,76.765,1.4486,1.6349,0.01302677
2011-08-30,76.93,1.4519,1.6412,0.01299883
2011-08-31,76.725,1.4437,1.6306,0.013033561
2011-09-01,76.765,1.4371,1.6245,0.01302677
2011-09-02,76.85,1.4266,1.6185,0.013012362
2011-09-03,,,,
2011-09-04,,,,
2011-09-05,76.86,1.4151,1.617,0.013010669
2011-09-06,76.915,1.407,1.6098,0.013001365
2011-09-07,77.62,1.4004,1.5953,0.012883278
2011-09-08,77.34,1.4083,1.5975,0.01292992
2011-09-09,77.52,1.3909,1.5981,0.012899897
2011-09-10,,,,
2011-09-11,,,,
2011-09-12,,,,
2011-09-13,,,,
2011-09-14,76.96,1.3683,1.5785,0.012993763
2011-09-15,76.685,1.3751,1.5769,0.01304036
2011-09-16,76.75,1.3873,1.5794,0.013029316
2011-09-17,,,,
2011-09-18,,,,
2011-09-19,76.915,1.3703,1.572,0.013001365
2011-09-20,76.625,1.3605,1.5662,0.013050571
2011-09-21,76.47,1.3681,1.5727,0.013077024
2011-09-22,76.53,1.3582,1.5507,0.013066771
2011-09-23,76.305,1.348,1.5363,0.013105301
2011-09-24,,,,
2011-09-25,,,,
2011-09-26,76.615,1.3526,1.5474,0.013052274
2011-09-27,76.385,1.3519,1.5555,0.013091576
2011-09-28,76.855,1.358,1.5639,0.013011515
2011-09-29,76.545,1.3539,1.5575,0.013064211
2011-09-30,76.76,1.3576,1.5595,0.013027619
2011-10-01,,,,
2011-10-02,,,,
2011-10-03,,,,
